"ID-Q","Questions"
"Q801","okay okay i think i''ve asked everything i need to thanks for sharing your thoughts with me"
"Q802","goodbye"
"Q803","hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q804","okay so how are you doing today"
"Q805","that''s good where are you from originally"
"Q806","really"
"Q807","why''d you move to l_a"
"Q808","when''d you move to l_a"
"Q809","how easy was it for you to get used to living in l_a"
"Q810","can you tell me about that"
"Q811","i see what you mean how often do you go back to your home town"
"Q812","okay what are some things you really like about l_a"
"Q813","what are some things you don''t really like about l_a"
"Q814","'<laughter>'"
"Q815","what''d you study at school"
"Q816","are you still working in that"
"Q817","what do you do now"
"Q818","cool how did you decide to do that"
"Q819","it can be tough to find a good job these days"
"Q820","what''s your dream job"
"Q821","that sounds interesting"
"Q822","do you consider yourself an introvert"
"Q823","why"
"Q824","that''s great what do you do when you''re annoyed"
"Q825","what are some things that make you really mad"
"Q826","how are you at controlling your temper"
"Q827","when was the last time you argued with someone and what was it about"
"Q828","that sounds really hard"
"Q829","do you find it easy to be a parent"
"Q830","what''s the hardest thing about being a parent"
"Q831","yeah"
"Q832","what''s the best thing about being a parent"
"Q833","aw"
"Q834","when was the last time you felt really happy"
"Q835","how did you feel in that moment"
"Q836","that sounds like a great situation"
"Q837","have you ever served in the military"
"Q838","have you ever been diagnosed with p_t_s_d"
"Q839","how long ago were you diagnosed"
"Q840","what got you to seek help"
"Q841","wow i see did you think you had a problem before you found out"
"Q842","how have you been feeling lately"
"Q843","i''m sorry to hear that"
"Q844","how easy is it for you to get a good night''s sleep"
"Q845","okay what are you like when you don''t sleep well"
"Q846","how hard is that"
"Q847","yeah that makes sense"
"Q848","do you have disturbing thoughts"
"Q849","are they triggered by something"
"Q850","do you still go to therapy now"
"Q851","why did you stop"
"Q852","i understand do you feel like therapy''s useful"
"Q853","do you feel like therapy''s useful"
"Q854","is going to a therapist helping you"
"Q855","what sort of changes have you noticed since you''ve been going to therapy"
"Q856","that''s good"
"Q857","what are you most proud of in your life"
"Q858","aw"
"Q859","what would you say are some of your best qualities"
"Q860","how would your best friend describe you"
"Q861","that''s good what do you think of today''s kids"
"Q862","can you tell me about that"
"Q863","yeah that sucks"
"Q864","what''s one of your most memorable experiences"
"Q865","whatever comes to your mind"
"Q866","that''s so good to hear is there anything you regret"
"Q867","how did you decide to do that"
"Q868","that sounds really hard"
"Q869","could you have done anything to avoid it"
"Q870","okay what advice would you give yourself ten or twenty years ago"
"Q871","okay who''s someone that''s been a positive influence in your life"
"Q872","i''d love to hear all about it"
"Q873","that''s great"
"Q874","do you travel a lot"
"Q875","okay what are some things that usually put you in a good mood"
"Q876","okay what are some things you like to do for fun"
"Q877","when was the last time that happened"
"Q878","how do you know them"
"Q879","how close are you to them"
"Q880","nice"
"Q881","okay i think i''ve asked everything i need to thanks for sharing your thoughts with me"
"Q882","goodbye"
"Q883","hi i''m ellie thanks for coming in todayvi was created to talk to people in a safe and secure environmentvi''m not a therapist but i''m here to learn about people and would love to learn about youvi''ll ask a few questions to get us startedvand please feel free to tell me anything your answers are totally confidentialvare you okay with this'"
"Q884","okayvso how are you doing today'"
"Q885","where are you from originally'"
"Q886","really'"
"Q887","why''d you move to l_a"
"Q888","whyd you move to l_a"
"Q889","whyd you move to l_a"
"Q890","whend you move to l_a"
"Q891","thats a long timevhow often do you go back to your home town"
"Q892","thats goodvhow easy was it for you to get used to living in l_a"
"Q893","thats goodvdo you travel a lot"
"Q894","what do you enjoy about traveling"
"Q895","id love to hear about one of your trips"
"Q896","id love to hear about one of your trips"
"Q897","nice what do you do to relax"
"Q898","okay what do you do now"
"Q899","whatd you study at school"
"Q900","are you still working in that"
"Q901","how did you decide to do that"
"Q902","what are some things you like to do for fun"
"Q903","okay how are you at controlling your temper"
"Q904","thats great when was the last time you argued with someone and what was it about"
"Q905","how close are you to your family"
"Q906","why"
"Q907","that sounds really hard"
"Q908","is there anything you regret"
"Q909","what do you think of todays kids"
"Q910","what do you think of todays kids"
"Q911","what do you think of todays kids"
"Q912","lets come back to that later"
"Q913","have you ever served in the military"
"Q914","have you ever been diagnosed with p_t_s_d"
"Q915","have you been diagnosed with depression"
"Q916","how long ago were you diagnosed"
"Q917","what made you decide to go and see someone"
"Q918","did you think you had a problem before you found out"
"Q919","what were your symptoms"
"Q920","how have you been feeling lately"
"Q921","thats good"
"Q922","do you still go to therapy now"
"Q923","why did you stop"
"Q924","awesome what made you decide to do that"
"Q925","i understand how easy is it for you to get a good nights sleep"
"Q926","are they triggered by something"
"Q927","are they triggered by something"
"Q928","what are you like when you dont sleep well"
"Q929","when was the last time that happened"
"Q930","okay what are you most proud of in your life"
"Q931","yes"
"Q932","yeah how would your best friend describe you"
"Q933","okay whos someone thats been a positive influence in your life"
"Q934","can you tell me about that"
"Q935","what advice would you give yourself ten or twenty years ago"
"Q936","what are some things you really like about l_a"
"Q937","what are some things you dont really like about l_a"
"Q938","what are some things that make you really mad"
"Q939","whatever comes to your mind"
"Q940","can you give me an example of that"
"Q941","whats one of your most memorable experiences"
"Q942","okay what are some things that usually put you in a good mood"
"Q943","what would you say are some of your best qualities"
"Q944","thats great okay i think ive asked everything i need to thanks for sharing your thoughts with me"
"Q945","goodbye"
"Q946","hi i''m ellie thanks for coming in today i was created to talk to people in a safe and secure environment i''m not a therapist but i''m here to learn about people and would love to learn about you i''ll ask a few questions to get us started and please feel free to tell me anything you answers are totally confidential are you okay with this'"
"Q947","okay'"
"Q948","so how are you doing today'"
"Q949","i''m great thanks where are you from originally"
"Q950","really"
"Q951","awesome"
"Q952","what are some things you really like about l_a"
"Q953","can you give me an example of that"
"Q954","okay"
"Q955","what are some things you don''t really like about l_a"
"Q956","okay"
"Q957","i see what you mean who''s someone that''s been a positive influence in your life"
"Q958","i''d love to hear all about it"
"Q959","that''s good how close are you to your family"
"Q960","what are some things you like to do for fun"
"Q961","cool okay"
"Q962","when was the last time that happened"
"Q963","what do you enjoy about traveling"
